"state","rank","rule","hh","drift","max_distinct","tier_state"
"Illinois",44,"gross_by_hh_size >= 1480 & rawben_rel_max >= 0.371 & utilities < 626","1",TRUE,7,FALSE
"Illinois",46,"rawben_rel_max >= 0.116 & shelter_expenses_by_hh_size >= 851 & unearned_by_hh_size >= 957 & utilities < 892","2-3",TRUE,7,FALSE
"Illinois",51,"earned_by_hh_size <= 0.167 & shelter_expenses_by_hh_size > 858 & unc_rawben_rel_max <= 1 & utilities <= 540","2-3",FALSE,7,FALSE
"Illinois",52,"months_since_cert_n > 11.5 & months_since_cert_n <= 17.5 & unearned_by_hh_size <= 220 & utilities > 471","4+",TRUE,7,FALSE
"Indiana",4,"gross_by_hh_size >= 839 & rawben_rel_max >= 1 & unc_rawben_rel_max < 1.01 & utilities < 361","1",TRUE,12,FALSE
"Indiana",6,"rawben_rel_max >= 0.893 & total_deductions_by_hh_size >= 16.5 & unearned_by_hh_size >= 866 & utilities < 284","1",TRUE,12,FALSE
"Indiana",7,"earned_by_hh_size >= 540 & months_since_cert_n >= 5 & unc_rawben_rel_max >= 1.4 & utilities < 580","1",TRUE,12,FALSE
"Indiana",8,"total_deductions_by_hh_size >= 554 & unearned_by_hh_size >= 915 & utilities < 571","2-3",TRUE,12,FALSE
"Indiana",11,"total_deductions_by_hh_size > 523 & unc_rawben_rel_max > 0.975 & unc_rawben_rel_max <= 1 & utilities > 27.5","2-3",TRUE,12,FALSE
"Indiana",14,"children_i <= 0 & medical_deductions > 138 & total_deductions_by_hh_size > 542 & utilities <= 504","2-3",TRUE,12,FALSE
"Indiana",17,"elderly_disabled_i >= 1 & rawben_rel_max >= 0.773 & shelter_expenses_by_hh_size >= 634 & utilities < 27","1",TRUE,12,FALSE
"Indiana",21,"rawben_rel_max > 0.991 & shelter_expenses_by_hh_size > 1650 & unc_rawben_rel_max <= 1.05 & utilities <= 997","1",TRUE,12,FALSE
"Indiana",23,"elderly_disabled_i >= 1 & rawben_rel_max >= 1 & unc_rawben_rel_max < 1.03 & utilities < 571","1",TRUE,12,FALSE
"Indiana",25,"gross_by_hh_size > 1200 & unc_rawben_rel_max > 0.384 & utilities <= 16","1",FALSE,12,FALSE
"Indiana",29,"rawben_rel_max > 0.897 & total_deductions_by_hh_size > 293 & unearned_by_hh_size > 175 & utilities <= 214","1",TRUE,12,FALSE
"Indiana",31,"earned_by_hh_size > 324 & percent_abawd <= 0.5 & unc_rawben_rel_max > 1.27 & utilities <= 5","1",FALSE,12,FALSE
"Indiana",33,"earned_by_hh_size < 68.7 & total_deductions_by_hh_size >= 421 & unc_rawben_rel_max < 1.03 & utilities < 442","2-3",TRUE,12,FALSE
"Indiana",39,"rawben_rel_max < 0.794 & shelter_expenses_by_hh_size < 482 & total_deductions_by_hh_size >= 315 & utilities >= 441","4+",TRUE,12,FALSE
"Iowa",4,"rawben_rel_max >= 0.893 & total_deductions_by_hh_size >= 16.5 & unearned_by_hh_size >= 866 & utilities < 284","1",TRUE,6,TRUE
"Iowa",5,"earned_by_hh_size >= 540 & months_since_cert_n >= 5 & unc_rawben_rel_max >= 1.4 & utilities < 580","1",TRUE,6,TRUE
"Iowa",7,"total_deductions_by_hh_size >= 554 & unearned_by_hh_size >= 915 & utilities < 571","2-3",TRUE,6,TRUE
"Iowa",9,"earned_by_hh_size >= 772 & unc_rawben_rel_max >= 1.4 & utilities < 580","1",TRUE,6,TRUE
"Iowa",10,"total_deductions_by_hh_size > 523 & unc_rawben_rel_max > 0.975 & unc_rawben_rel_max <= 1 & utilities > 27.5","2-3",FALSE,6,TRUE
"Iowa",13,"rawben_rel_max >= 1 & unc_rawben_rel_max < 1.03 & unearned_by_hh_size >= 222 & utilities < 452","1",TRUE,6,TRUE
"Iowa",15,"elderly_disabled_i >= 1 & rawben_rel_max >= 0.916 & unc_rawben_rel_max < 1.01 & utilities < 318","1",TRUE,6,TRUE
"Iowa",17,"elderly_disabled_i >= 1 & rawben_rel_max >= 0.773 & shelter_expenses_by_hh_size >= 634 & utilities < 27","1",FALSE,6,TRUE
"Iowa",21,"gross_by_hh_size > 964 & unc_rawben_rel_max > 0.612 & unearned_by_hh_size > 175 & utilities <= 29.5","1",FALSE,6,TRUE
"Iowa",23,"elderly_disabled_i >= 1 & gross_by_hh_size > 334 & rawben_rel_max > 0.998 & utilities <= 349","1",TRUE,6,TRUE
"Iowa",30,"rawben_rel_max > 0.897 & total_deductions_by_hh_size > 293 & unearned_by_hh_size > 175 & utilities <= 214","1",TRUE,6,TRUE
"Iowa",31,"rawben_rel_max >= 1 & total_deductions_by_hh_size >= 956 & unc_rawben_rel_max < 1.04 & utilities < 1020","1",TRUE,6,TRUE
"Iowa",34,"gross_by_hh_size > 451 & percent_abawd <= 0.5 & rawben_rel_max > 0.993 & utilities <= 8","1",FALSE,6,TRUE
"Iowa",36,"shelter_expenses_by_hh_size < 457 & total_deductions_by_hh_size >= 420 & utilities >= 426","4+",TRUE,6,TRUE
"Iowa",41,"rawben_rel_max < 0.794 & shelter_expenses_by_hh_size < 482 & total_deductions_by_hh_size >= 315 & utilities >= 441","4+",TRUE,6,TRUE
"Iowa",42,"earned_by_hh_size < 613 & shelter_expenses_by_hh_size >= 1030 & unc_rawben_rel_max < 1.02 & utilities < 284","1",TRUE,6,TRUE
"Iowa",45,"gross_by_hh_size >= 643 & shelter_expenses_by_hh_size >= 830 & total_deductions_by_hh_size >= 490 & utilities < 46","1",TRUE,6,TRUE
"Iowa",47,"rawben_rel_max >= 0.0819 & shelter_expenses_by_hh_size >= 880 & unc_rawben_rel_max < 1.02 & utilities < 75","1",TRUE,6,TRUE
"Iowa",49,"rawben_rel_max > 0.155 & rawben_rel_max <= 0.984 & unearned_by_hh_size > 967 & utilities <= 530","2-3",TRUE,6,TRUE
"Iowa",54,"percent_abawd > 0.125 & rawben_rel_max <= 0.914 & total_deductions_by_hh_size > 550 & utilities <= 823","2-3",TRUE,6,TRUE
"Iowa",59,"rawben_rel_max >= 0.752 & unc_rawben_rel_max < 1.4 & unearned_by_hh_size >= 1510 & utilities < 679","1",TRUE,6,TRUE
"Iowa",62,"children_i <= 0 & total_deductions_by_hh_size > 542 & utilities <= 504","2-3",TRUE,6,TRUE
"Iowa",64,"earned_by_hh_size >= 303 & unc_rawben_rel_max >= 1.16 & utilities < 680","2-3",TRUE,6,TRUE
"Iowa",69,"shelter_expenses_by_hh_size > 648 & total_deductions_by_hh_size > 510 & unc_rawben_rel_max <= 1.09 & utilities <= 276","1",TRUE,6,TRUE
"Iowa",74,"bbce_state_i >= 1 & total_deductions_by_hh_size > 705 & utilities <= 5","1",FALSE,6,TRUE
"Iowa",76,"bbce_state_i >= 1 & shelter_expenses_by_hh_size > 878 & unc_rawben_rel_max > 0.345 & utilities <= 30.5","1",TRUE,6,TRUE
"Iowa",84,"expedited_i <= 0 & HH_size_n <= 5.5 & utilities > 30.5 & utilities <= 35.5","4+",TRUE,6,TRUE
"Iowa",86,"months_since_cert_n < 12 & rawben_rel_max < 0.835 & total_deductions_by_hh_size >= 588 & utilities < 571","2-3",TRUE,6,TRUE
"Iowa",88,"children_i >= 1 & gross_by_hh_size >= 217 & unc_rawben_rel_max >= 1.1 & utilities < 347","2-3",TRUE,6,TRUE
"Iowa",90,"earned_by_hh_size > 836 & percent_abawd > 0.05 & total_deductions_by_hh_size > 8.54 & utilities > 187","4+",TRUE,6,TRUE
"Iowa",96,"medical_deductions >= 136 & unc_rawben_rel_max >= 0.709 & utilities >= 379 & utilities < 723","2-3",TRUE,6,TRUE
"Iowa",101,"months_since_cert_n > 5.5 & shelter_expenses_by_hh_size > 120 & unc_rawben_rel_max <= 1 & utilities <= 300","4+",TRUE,6,TRUE
"Iowa",103,"percent_abawd > 0.125 & total_deductions_by_hh_size > 614 & utilities > 38.5","2-3",TRUE,6,TRUE
"Iowa",104,"shelter_expenses_by_hh_size >= 233 & total_deductions_by_hh_size >= 61.8 & total_deductions_by_hh_size < 83 & utilities < 559","4+",TRUE,6,TRUE
"Iowa",105,"earned_by_hh_size < 167 & gross_by_hh_size >= 246 & shelter_expenses_by_hh_size >= 482 & utilities < 669","4+",TRUE,6,TRUE
"Iowa",106,"gross_by_hh_size >= 119 & shelter_expenses_by_hh_size >= 620 & total_deductions_by_hh_size >= 452 & utilities < 30","1",TRUE,6,TRUE
"Iowa",108,"rawben_rel_max < 0.882 & unc_rawben_rel_max >= 0.871 & utilities >= 29","4+",FALSE,6,TRUE
"Iowa",114,"medical_deductions <= 124 & shelter_expenses_by_hh_size > 886 & unearned_by_hh_size > 175 & utilities <= 30.5","1",TRUE,6,TRUE
"Kansas",4,"gross_by_hh_size >= 839 & rawben_rel_max >= 1 & unc_rawben_rel_max < 1.01 & utilities < 361","1",TRUE,8,FALSE
"Kansas",6,"rawben_rel_max >= 0.893 & total_deductions_by_hh_size >= 16.5 & unearned_by_hh_size >= 866 & utilities < 284","1",TRUE,8,FALSE
"Kansas",8,"earned_by_hh_size >= 772 & unc_rawben_rel_max >= 1.4 & utilities < 580","1",TRUE,8,FALSE
"Kansas",10,"rawben_rel_max >= 1 & unc_rawben_rel_max < 1.03 & unearned_by_hh_size >= 222 & utilities < 452","1",TRUE,8,FALSE
"Kansas",11,"medical_deductions >= 173 & rawben_rel_max >= 0.433 & unearned_by_hh_size >= 1210 & utilities < 277","1",TRUE,8,FALSE
"Kansas",13,"children_i <= 0 & medical_deductions > 138 & total_deductions_by_hh_size > 542 & utilities <= 504","2-3",TRUE,8,FALSE
"Kansas",15,"elderly_disabled_i >= 1 & rawben_rel_max >= 0.773 & shelter_expenses_by_hh_size >= 634 & utilities < 27","1",FALSE,8,FALSE
"Kansas",22,"rawben_rel_max <= 0.971 & unc_rawben_rel_max > 0.161 & unearned_by_hh_size > 1010 & utilities <= 472","2-3",TRUE,8,FALSE
"Kansas",25,"rawben_rel_max >= 0.193 & shelter_expenses_by_hh_size >= 578 & unearned_by_hh_size >= 946 & utilities < 511","2-3",TRUE,8,FALSE
"Kansas",30,"rawben_rel_max >= 1 & total_deductions_by_hh_size >= 956 & unc_rawben_rel_max < 1.04 & utilities < 1020","1",TRUE,8,FALSE
"Kansas",38,"rawben_rel_max < 0.794 & shelter_expenses_by_hh_size < 482 & total_deductions_by_hh_size >= 315 & utilities >= 441","4+",TRUE,8,FALSE
"Kansas",39,"total_deductions_by_hh_size > 110 & unc_rawben_rel_max > 0.558 & unearned_by_hh_size > 964 & utilities <= 8","1",FALSE,8,FALSE
"Kansas",40,"earned_by_hh_size <= 0.167 & shelter_expenses_by_hh_size > 858 & unc_rawben_rel_max <= 1 & utilities <= 540","2-3",TRUE,8,FALSE
"Kansas",45,"rawben_rel_max >= 0.0819 & shelter_expenses_by_hh_size >= 880 & unc_rawben_rel_max < 1.02 & utilities < 75","1",TRUE,8,FALSE
"Kansas",48,"HH_size_n < 3 & rawben_rel_max >= 0.624 & unearned_by_hh_size >= 668 & utilities < 452","2-3",TRUE,8,FALSE
"Kansas",53,"children_i <= 0 & total_deductions_by_hh_size > 542 & utilities <= 504","2-3",TRUE,8,FALSE
"Kansas",55,"percent_abawd >= 0.667 & rawben_rel_max < 0.711 & unearned_by_hh_size >= 0.5 & utilities < 860","2-3",TRUE,8,FALSE
"Kansas",57,"earned_by_hh_size >= 303 & unc_rawben_rel_max >= 1.16 & utilities < 680","2-3",TRUE,8,FALSE
"Kansas",61,"homeless >= 1 & total_deductions_by_hh_size > 450 & unc_rawben_rel_max <= 1.08 & utilities <= 793","1",TRUE,8,FALSE
"Kansas",62,"gross_by_hh_size >= 518 & shelter_expenses_by_hh_size >= 732 & total_deductions_by_hh_size >= 362 & utilities < 361","2-3",TRUE,8,FALSE
"Kansas",75,"months_since_cert_n >= 6 & shelter_expenses_by_hh_size >= 157 & total_deductions_by_hh_size < 55.2 & utilities < 424","4+",TRUE,8,FALSE
"Kansas",76,"months_since_cert_n >= 3 & total_deductions_by_hh_size >= 130 & unearned_by_hh_size >= 326 & utilities < 441","4+",TRUE,8,FALSE
"Kansas",79,"medical_deductions > 144 & unc_rawben_rel_max > 0.15 & unearned_by_hh_size > 115 & utilities <= 564","2-3",TRUE,8,FALSE
"Kansas",85,"medical_deductions > 138 & unc_rawben_rel_max > 0.356 & unearned_by_hh_size > 1220 & utilities <= 392","1",TRUE,8,FALSE
"Kansas",88,"months_since_cert_n > 5.5 & shelter_expenses_by_hh_size > 120 & unc_rawben_rel_max <= 1 & utilities <= 300","4+",TRUE,8,FALSE
"Kansas",89,"children_i >= 1 & earned_by_hh_size <= 500 & gross_by_hh_size > 590 & utilities <= 425","1",TRUE,8,FALSE
"Kansas",90,"shelter_expenses_by_hh_size >= 233 & total_deductions_by_hh_size >= 61.8 & total_deductions_by_hh_size < 83 & utilities < 559","4+",TRUE,8,FALSE
"Kansas",93,"rawben_rel_max < 0.882 & unc_rawben_rel_max >= 0.871 & utilities >= 29","4+",FALSE,8,FALSE
"Kansas",95,"earned_by_hh_size < 301 & gross_by_hh_size >= 275 & months_since_cert_n >= 4 & utilities < 376","4+",TRUE,8,FALSE
"Kentucky",1,"gross_by_hh_size >= 839 & rawben_rel_max >= 1 & unc_rawben_rel_max < 1.01 & utilities < 361","1",TRUE,8,FALSE
"Kentucky",4,"medical_deductions >= 173 & rawben_rel_max >= 0.433 & unearned_by_hh_size >= 1210 & utilities < 277","1",TRUE,8,FALSE
"Kentucky",6,"earned_by_hh_size <= 19 & gross_by_hh_size > 370 & rawben_rel_max > 0.997 & utilities <= 293","1",TRUE,8,FALSE
"Kentucky",7,"elderly_disabled_i >= 1 & rawben_rel_max >= 0.916 & unc_rawben_rel_max < 1.01 & utilities < 318","1",FALSE,8,FALSE
"Kentucky",9,"elderly_disabled_i >= 1 & rawben_rel_max >= 0.773 & shelter_expenses_by_hh_size >= 634 & utilities < 27","1",FALSE,8,FALSE
"Kentucky",12,"gross_by_hh_size > 964 & unc_rawben_rel_max > 0.612 & unearned_by_hh_size > 175 & utilities <= 29.5","1",FALSE,8,FALSE
"Kentucky",13,"bbce_state_i >= 1 & medical_deductions > 636 & unc_rawben_rel_max > 1.11 & utilities <= 636","1",TRUE,8,FALSE
"Kentucky",14,"elderly_disabled_i >= 1 & gross_by_hh_size > 334 & rawben_rel_max > 0.998 & utilities <= 349","1",TRUE,8,FALSE
"Kentucky",16,"elderly_disabled_i >= 1 & months_since_cert_n > 10.5 & shelter_expenses_by_hh_size > 906 & utilities <= 5","1",FALSE,8,FALSE
"Kentucky",27,"elderly_disabled_i >= 1 & total_deductions_by_hh_size > 504 & unc_rawben_rel_max <= 1.09 & utilities <= 29.5","1",FALSE,8,FALSE
"Kentucky",28,"rawben_rel_max >= 0.193 & unearned_by_hh_size >= 946 & utilities < 511","2-3",TRUE,8,FALSE
"Kentucky",31,"elderly_disabled_i >= 1 & rawben_rel_max >= 0.993 & unc_rawben_rel_max < 1.01 & utilities < 757","1",TRUE,8,FALSE
"Kentucky",37,"HH_size_n < 3 & rawben_rel_max >= 0.624 & unearned_by_hh_size >= 668 & utilities < 452","2-3",TRUE,8,FALSE
"Kentucky",42,"earned_by_hh_size >= 430 & unc_rawben_rel_max >= 1.32 & utilities < 553","1",TRUE,8,FALSE
"Kentucky",47,"earned_by_hh_size >= 303 & unc_rawben_rel_max >= 1.16 & utilities < 680","2-3",TRUE,8,FALSE
"Kentucky",52,"gross_by_hh_size >= 518 & shelter_expenses_by_hh_size >= 732 & total_deductions_by_hh_size >= 362 & utilities < 361","2-3",TRUE,8,FALSE
"Kentucky",53,"unc_rawben_rel_max > 0.673 & unearned_by_hh_size > 667 & utilities <= 12.5","1",FALSE,8,FALSE
"Kentucky",57,"gross_by_hh_size >= 162 & total_deductions_by_hh_size >= 575 & unc_rawben_rel_max < 1.02 & utilities < 724","2-3",TRUE,8,FALSE
"Kentucky",60,"gross_by_hh_size >= 284 & gross_by_hh_size < 602 & utilities >= 287 & utilities < 306","4+",TRUE,8,FALSE
"Kentucky",62,"months_since_cert_n >= 7 & shelter_expenses_by_hh_size >= 521 & unc_rawben_rel_max < 1 & utilities < 364","2-3",TRUE,8,FALSE
"Kentucky",63,"elderly_disabled_i >= 1 & gross_by_hh_size > 161 & total_deductions_by_hh_size > 516 & utilities <= 578","2-3",TRUE,8,FALSE
"Kentucky",65,"rawben_rel_max <= 0.983 & shelter_expenses_by_hh_size > 702 & utilities <= 362","2-3",TRUE,8,FALSE
"Kentucky",67,"months_since_cert_n >= 6 & shelter_expenses_by_hh_size >= 157 & total_deductions_by_hh_size < 55.2 & utilities < 424","4+",TRUE,8,FALSE
"Kentucky",68,"months_since_cert_n >= 3 & total_deductions_by_hh_size >= 130 & unearned_by_hh_size >= 326 & utilities < 441","4+",TRUE,8,FALSE
"Kentucky",69,"medical_deductions > 144 & unc_rawben_rel_max > 0.15 & unearned_by_hh_size > 115 & utilities <= 564","2-3",TRUE,8,FALSE
"Kentucky",70,"total_deductions_by_hh_size > 285 & unc_rawben_rel_max > 0.585 & unc_rawben_rel_max <= 1 & utilities > 378","4+",TRUE,8,FALSE
"Kentucky",71,"earned_by_hh_size >= 32.5 & months_since_cert_n >= 6 & shelter_expenses_by_hh_size >= 459 & utilities < 366","2-3",TRUE,8,FALSE
"Kentucky",73,"expedited_i <= 0 & rawben_rel_max > 0.997 & unc_rawben_rel_max <= 1 & utilities > 370","2-3",TRUE,8,FALSE
"Kentucky",77,"medical_deductions > 138 & unc_rawben_rel_max > 0.356 & unearned_by_hh_size > 1220 & utilities <= 392","1",TRUE,8,FALSE
"Kentucky",78,"medical_deductions >= 136 & unc_rawben_rel_max >= 0.709 & utilities >= 379 & utilities < 723","2-3",TRUE,8,FALSE
"Kentucky",80,"total_deductions_by_hh_size > 690 & utilities <= 22","1",FALSE,8,FALSE
"Kentucky",81,"months_since_cert_n >= 3 & rawben_rel_max < 0.894 & utilities >= 287 & utilities < 306","4+",TRUE,8,FALSE
"Kentucky",83,"months_since_cert_n > 5.5 & shelter_expenses_by_hh_size > 120 & unc_rawben_rel_max <= 1 & utilities <= 300","4+",FALSE,8,FALSE
"Kentucky",84,"shelter_expenses_by_hh_size >= 233 & total_deductions_by_hh_size >= 61.8 & total_deductions_by_hh_size < 83 & utilities < 559","4+",TRUE,8,FALSE
"Kentucky",86,"rawben_rel_max < 0.882 & unc_rawben_rel_max >= 0.871 & utilities >= 29","4+",FALSE,8,FALSE
"Kentucky",87,"earned_by_hh_size > 0.167 & gross_by_hh_size <= 691 & unearned_by_hh_size > 102 & utilities <= 360","2-3",TRUE,8,FALSE
"Kentucky",88,"earned_by_hh_size < 301 & gross_by_hh_size >= 275 & months_since_cert_n >= 4 & utilities < 376","4+",TRUE,8,FALSE
"Kentucky",91,"earned_by_hh_size > 375 & months_since_cert_n > 5.5 & rawben_rel_max > 0.285 & utilities <= 14","1",FALSE,8,FALSE
"Kentucky",95,"gross_by_hh_size >= 805 & rawben_rel_max >= 0.676 & utilities < 1020","2-3",TRUE,8,FALSE
"Louisiana",4,"earned_by_hh_size >= 540 & months_since_cert_n >= 5 & unc_rawben_rel_max >= 1.4 & utilities < 580","1",TRUE,8,FALSE
"Louisiana",6,"rawben_rel_max >= 1 & unc_rawben_rel_max < 1.04 & unearned_by_hh_size >= 384 & utilities < 391","1",TRUE,8,FALSE
"Louisiana",7,"total_deductions_by_hh_size >= 554 & unearned_by_hh_size >= 915 & utilities < 571","2-3",TRUE,8,FALSE
"Louisiana",9,"gross_by_hh_size > 810 & rawben_rel_max > 0.864 & utilities <= 5","1",FALSE,8,FALSE
"Louisiana",11,"rawben_rel_max >= 1 & unc_rawben_rel_max < 1.03 & unearned_by_hh_size >= 222 & utilities < 452","1",TRUE,8,FALSE
"Louisiana",14,"children_i <= 0 & medical_deductions > 138 & total_deductions_by_hh_size > 542 & utilities <= 504","2-3",TRUE,8,FALSE
"Louisiana",15,"elderly_disabled_i >= 1 & rawben_rel_max >= 0.916 & unc_rawben_rel_max < 1.01 & utilities < 318","1",TRUE,8,FALSE
"Louisiana",17,"elderly_disabled_i >= 1 & rawben_rel_max >= 0.773 & shelter_expenses_by_hh_size >= 634 & utilities < 27","1",FALSE,8,FALSE
"Louisiana",18,"earned_by_hh_size > 444 & unc_rawben_rel_max > 1.34 & utilities <= 42","1",TRUE,8,FALSE
"Louisiana",24,"gross_by_hh_size > 964 & unc_rawben_rel_max > 0.612 & unearned_by_hh_size > 175 & utilities <= 29.5","1",FALSE,8,FALSE
"Louisiana",25,"gross_by_hh_size > 1200 & unc_rawben_rel_max > 0.384 & utilities <= 16","1",FALSE,8,FALSE
"Louisiana",26,"rawben_rel_max <= 0.971 & unc_rawben_rel_max > 0.161 & unearned_by_hh_size > 1010 & utilities <= 472","2-3",TRUE,8,FALSE
"Louisiana",32,"months_since_cert_n > 12.5 & total_deductions_by_hh_size > 110 & unc_rawben_rel_max > 0.761 & utilities <= 8","1",FALSE,8,FALSE
"Louisiana",38,"married >= 1 & medical_deductions > 144 & total_deductions_by_hh_size > 340 & utilities <= 434","2-3",TRUE,8,FALSE
"Louisiana",39,"elderly_disabled_i >= 1 & rawben_rel_max >= 0.984 & unc_rawben_rel_max < 1.09 & utilities < 376","1",TRUE,8,FALSE
"Louisiana",48,"months_since_cert_n >= 13 & total_deductions_by_hh_size >= 232 & total_deductions_by_hh_size < 320 & utilities >= 42","4+",TRUE,8,FALSE
"Louisiana",49,"medical_deductions >= 145 & rawben_rel_max >= 0.851 & utilities < 714","2-3",TRUE,8,FALSE
"Louisiana",51,"rawben_rel_max >= 0.0819 & shelter_expenses_by_hh_size >= 880 & unc_rawben_rel_max < 1.02 & utilities < 75","1",TRUE,8,FALSE
"Louisiana",56,"HH_size_n < 3 & rawben_rel_max >= 0.624 & unearned_by_hh_size >= 668 & utilities < 452","2-3",TRUE,8,FALSE
"Louisiana",62,"earned_by_hh_size >= 430 & unc_rawben_rel_max >= 1.32 & utilities < 553","1",TRUE,8,FALSE
"Louisiana",64,"months_since_cert_n >= 12 & total_deductions_by_hh_size >= 458 & utilities < 91","1",TRUE,8,FALSE
"Louisiana",69,"percent_abawd >= 0.667 & rawben_rel_max < 0.711 & unearned_by_hh_size >= 0.5 & utilities < 860","2-3",TRUE,8,FALSE
"Louisiana",72,"earned_by_hh_size >= 303 & unc_rawben_rel_max >= 1.16 & utilities < 680","2-3",TRUE,8,FALSE
"Louisiana",74,"gross_by_hh_size >= 518 & shelter_expenses_by_hh_size >= 732 & total_deductions_by_hh_size >= 362 & utilities < 361","2-3",TRUE,8,FALSE
"Louisiana",76,"unc_rawben_rel_max > 0.673 & unearned_by_hh_size > 667 & utilities <= 12.5","1",FALSE,8,FALSE
"Louisiana",79,"bbce_state_i >= 1 & months_since_cert_n >= 10 & total_deductions_by_hh_size >= 554 & utilities < 860","2-3",TRUE,8,FALSE
"Louisiana",84,"rawben_rel_max >= 1 & unc_rawben_rel_max < 1.01 & utilities < 360","1",TRUE,8,FALSE
"Louisiana",86,"children_i >= 1 & gross_by_hh_size >= 217 & unc_rawben_rel_max >= 1.1 & utilities < 347","2-3",TRUE,8,FALSE
"Maine",4,"gross_by_hh_size >= 839 & rawben_rel_max >= 1 & unc_rawben_rel_max < 1.01 & utilities < 361","1",TRUE,16,FALSE
"Maine",8,"total_deductions_by_hh_size > 523 & unc_rawben_rel_max > 0.975 & unc_rawben_rel_max <= 1 & utilities > 27.5","2-3",TRUE,16,FALSE
"Maine",9,"medical_deductions <= 122 & rawben_rel_max > 0.997 & unearned_by_hh_size > 401 & utilities <= 14","1",TRUE,16,FALSE
"Maine",14,"elderly_disabled_i >= 1 & rawben_rel_max >= 0.773 & shelter_expenses_by_hh_size >= 634 & utilities < 27","1",TRUE,16,FALSE
"Maine",15,"earned_by_hh_size >= 528 & unc_rawben_rel_max >= 1.4 & utilities < 379","1",TRUE,16,FALSE
"Maine",17,"rawben_rel_max > 0.991 & shelter_expenses_by_hh_size > 1650 & unc_rawben_rel_max <= 1.05 & utilities <= 997","1",TRUE,16,FALSE
"Maine",21,"earned_by_hh_size >= 528 & unc_rawben_rel_max >= 1.32 & utilities < 462","1",TRUE,16,FALSE
"Maine",22,"gross_by_hh_size > 964 & unc_rawben_rel_max > 0.612 & unearned_by_hh_size > 175 & utilities <= 29.5","1",TRUE,16,FALSE
"Maine",25,"rawben_rel_max > 0.78 & unearned_by_hh_size > 465 & utilities <= 604","1",TRUE,16,FALSE
"Maine",26,"gross_by_hh_size > 1200 & unc_rawben_rel_max > 0.384 & utilities <= 16","1",TRUE,16,FALSE
"Maine",35,"months_since_cert_n > 12.5 & total_deductions_by_hh_size > 110 & unc_rawben_rel_max > 0.761 & utilities <= 8","1",TRUE,16,FALSE
"Maine",39,"rawben_rel_max >= 0.116 & shelter_expenses_by_hh_size >= 851 & unearned_by_hh_size >= 957 & utilities < 892","2-3",TRUE,16,FALSE
"Maine",44,"elderly_disabled_i >= 1 & total_deductions_by_hh_size > 504 & unc_rawben_rel_max <= 1.09 & utilities <= 29.5","1",TRUE,16,FALSE
"Maine",47,"gross_by_hh_size >= 922 & total_deductions_by_hh_size >= 575 & utilities < 551","2-3",TRUE,16,FALSE
"Maine",49,"expedited_i <= 0 & rawben_rel_max >= 0.754 & utilities >= 100 & utilities < 844","2-3",TRUE,16,FALSE
"Maine",51,"months_since_cert_n > 11.5 & months_since_cert_n <= 17.5 & unearned_by_hh_size <= 220 & utilities > 471","4+",TRUE,16,FALSE
"Maine",57,"earned_by_hh_size < 823 & rawben_rel_max >= 0.0446 & total_deductions_by_hh_size >= 954 & utilities < 735","2-3",TRUE,16,FALSE
"Maryland",5,"rawben_rel_max >= 0.893 & total_deductions_by_hh_size >= 16.5 & unearned_by_hh_size >= 866 & utilities < 284","1",TRUE,7,FALSE
"Maryland",6,"earned_by_hh_size >= 540 & months_since_cert_n >= 5 & unc_rawben_rel_max >= 1.4 & utilities < 580","1",TRUE,7,FALSE
"Maryland",8,"medical_deductions > 138 & shelter_expenses_by_hh_size > 904 & utilities <= 786","2-3",TRUE,7,FALSE
"Maryland",9,"earned_by_hh_size >= 772 & unc_rawben_rel_max >= 1.4 & utilities < 580","1",TRUE,7,FALSE
"Maryland",11,"months_since_cert_n > 3.5 & total_deductions_by_hh_size > 301 & total_deductions_by_hh_size <= 499 & utilities <= 528","2-3",FALSE,7,FALSE
"Maryland",13,"rawben_rel_max >= 1 & unc_rawben_rel_max < 1.03 & unearned_by_hh_size >= 222 & utilities < 452","1",TRUE,7,FALSE
"Maryland",16,"medical_deductions >= 173 & rawben_rel_max >= 0.433 & unearned_by_hh_size >= 1210 & utilities < 277","1",TRUE,7,FALSE
"Maryland",21,"elderly_disabled_i >= 1 & rawben_rel_max >= 0.773 & shelter_expenses_by_hh_size >= 634 & utilities < 27","1",FALSE,7,FALSE
"Maryland",24,"gross_by_hh_size > 1600 & shelter_expenses_by_hh_size > 2080 & utilities <= 664","1",TRUE,7,FALSE
"Maryland",25,"elderly_disabled_i >= 1 & months_since_cert_n > 10.5 & shelter_expenses_by_hh_size > 906 & utilities <= 5","1",FALSE,7,FALSE
"Massachusetts",3,"gross_by_hh_size >= 839 & rawben_rel_max >= 1 & unc_rawben_rel_max < 1.01 & utilities < 361","1",TRUE,8,FALSE
"Massachusetts",5,"rawben_rel_max >= 0.893 & total_deductions_by_hh_size >= 16.5 & unearned_by_hh_size >= 866 & utilities < 284","1",TRUE,8,FALSE
"Massachusetts",6,"earned_by_hh_size >= 540 & months_since_cert_n >= 5 & unc_rawben_rel_max >= 1.4 & utilities < 580","1",TRUE,8,FALSE
"Massachusetts",8,"medical_deductions > 138 & shelter_expenses_by_hh_size > 904 & utilities <= 786","2-3",TRUE,8,FALSE
